cover_img,authors,publication_year,title,rating
book_covers/2082.png,Neal Stephenson,2004,The System of the World,4.3
book_covers/2083.png,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,4.23
book_covers/2084.png,"Frank Miller, Klaus Janson, Lynn Varley",1986,Batman: The Dark Knight Returns,4.25
book_covers/2085.png,"Frank Miller, Lynn Varley",1998,300,3.93
book_covers/2086.png,Frank Miller,1992,Sin City Volume 1: The Hard Goodbye,4.16
book_covers/2087.png,Frank Miller,1993,Sin City: A Dame to Kill For,4.16
book_covers/2088.png,Frank Miller,1996,Sin City: That Yellow Bastard,4.22
book_covers/2089.png,Frank Miller,1994,Sin City: The Big Fat Kill,4.1
book_covers/2090.png,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,4.16
book_covers/2091.png,Ursula K. Le Guin,1968,A Wizard of Earthsea,3.99
book_covers/2092.png,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,4.05
book_covers/2093.png,Ursula K. Le Guin,1970,The Tombs of Atuan,4.07
book_covers/2094.png,Ursula K. Le Guin,1974,The Dispossessed,4.18
book_covers/2095.png,Ursula K. Le Guin,1971,The Lathe of Heaven,4.09
book_covers/2096.png,Ursula K. Le Guin,1975,The Earthsea Trilogy,4.25
book_covers/2097.png,Ursula K. Le Guin,2001,The Other Wind,4.06
book_covers/2098.png,Ursula K. Le Guin,2001,Tales from Earthsea,4.0
book_covers/2099.png,Jeffery Deaver,2000,The Empty Chair ,4.06
book_covers/2100.png,Jeffery Deaver,2003,The Vanished Man,4.08
book_covers/2101.png,Jeffery Deaver,2002,The Stone Monkey,3.94
book_covers/2102.png,Jeffery Deaver,2010,The Burning Wire,4.04
book_covers/2103.png,Jeffery Deaver,2005,The Twelfth Card,3.98
book_covers/2104.png,Hugh Howey,2012,Wool Omnibus,4.24
book_covers/2105.png,Hugh Howey,2011,Wool,4.12
book_covers/2106.png,Hugh Howey,2013,Shift,4.12
book_covers/2107.png,Hugh Howey,2013,Dust,4.26
book_covers/2108.png,Hugh Howey,2012,First Shift: Legacy,4.21
book_covers/2109.png,Hugh Howey,2015,Beacon 23: The Complete Novel,3.9
book_covers/2110.png,Hugh Howey,2011,Wool 2: Proper Gauge,4.15
book_covers/2111.png,Garth Nix,1995,Sabriel,4.17
book_covers/2112.png,Garth Nix,2003,Abhorsen,4.29
book_covers/2113.png,Garth Nix,2004,Drowned Wednesday,3.85
book_covers/2114.png,Garth Nix,2004,Grim Tuesday,3.86
book_covers/2115.png,Garth Nix,2007,Lady Friday,3.91
book_covers/2116.png,Garth Nix,2006,Sir Thursday,3.94
book_covers/2117.png,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014,Rogues,3.86
book_covers/2118.png,Garth Nix,2014,Clariel: The Lost Abhorsen,3.79
book_covers/2119.png,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes,4.3
book_covers/2120.png,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990,The Doll's House,4.44
book_covers/2121.png,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",2015,The Sandman: Overture,3.94
book_covers/2122.png,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,The Sandman: Season of Mists,4.54
book_covers/2123.png,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993,The Sandman: A Game of You,4.43
book_covers/2124.png,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1990,The Sandman: Fables and Reflections,4.45
book_covers/2125.png,"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",1996,The Sandman: The Kindly Ones,4.59
book_covers/2126.png,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995,The Sandman: Worlds' End,4.48
book_covers/2127.png,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,The Sandman: Endless Nights,4.34
book_covers/2128.png,"Neil Gaiman, Mike Dringenberg, Chris Bachalo, Michael Zulli, Kelly Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Parkhouse, Daniel Vozzo, Lee Loughridge, Steve Oliff, Todd Klein, Dave McKean, Sam Kieth",2006,"The Absolute Sandman, Volume One",4.65
book_covers/2129.png,Dennis Lehane,2003,Shutter Island,4.07
book_covers/2130.png,Dennis Lehane,2001,Mystic River,4.19
book_covers/2131.png,Dennis Lehane,1996,"Darkness, Take My Hand",4.17
book_covers/2132.png,Dennis Lehane,2012,Live by Night,3.89
book_covers/2133.png,V.C. Andrews,1979,Flowers in the Attic,3.79
book_covers/2134.png,V.C. Andrews,1981,If There Be Thorns,3.75
book_covers/2135.png,V.C. Andrews,1984,Seeds of Yesterday,3.81
book_covers/2136.png,V.C. Andrews,1985,Heaven,4.01
book_covers/2137.png,V.C. Andrews,1986,Dark Angel,3.96
book_covers/2138.png,John Scalzi,2005,Old Man's War,4.23
book_covers/2139.png,John Scalzi,2006,The Ghost Brigades,4.09
book_covers/2140.png,John Scalzi,2014,Lock In,3.85
book_covers/2141.png,John Scalzi,2008,Zoe's Tale,3.73
book_covers/2142.png,John Scalzi,2011,Fuzzy Nation,4.1
book_covers/2143.png,John Scalzi,2013,The Human Division,4.07
book_covers/2144.png,John Scalzi,2004,Agent to the stars,3.91
book_covers/2145.png,Joe Abercrombie,2006,The Blade Itself,4.14
book_covers/2146.png,Joe Abercrombie,2008,Last Argument of Kings,4.26
book_covers/2147.png,Joe Abercrombie,2014,Half a King,3.98
book_covers/2148.png,Joe Abercrombie,2011,The Heroes,4.26
book_covers/2149.png,Joe Abercrombie,2012,Red Country,4.27
book_covers/2150.png,Joe Abercrombie,2015,Half the World,4.2
book_covers/2151.png,Joe Abercrombie,2015,Half a War,4.01
book_covers/2152.png,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014,Rogues,3.86
book_covers/2153.png,Steven Erikson,1999,Gardens of the Moon,3.85
book_covers/2154.png,Steven Erikson,2001,Memories of Ice,4.39
book_covers/2155.png,Steven Erikson,2004,Midnight Tides,4.34
book_covers/2156.png,Steven Erikson,2006,The Bonehunters,4.42
book_covers/2157.png,Steven Erikson,2007,Reaper's Gale,4.34
book_covers/2158.png,Steven Erikson,2011,The Crippled God,4.44
book_covers/2159.png,"Garth Ennis, Steve Dillon, Joe R. Lansdale",1996,Preacher Vol. 1: Gone to Texas,4.16
book_covers/2160.png,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street",4.23
book_covers/2161.png,"Garth Ennis, Steve Dillon",1997,Preacher Vol. 2: Until the End of the World,4.28
book_covers/2162.png,"Garth Ennis, Steve Dillon, Penn Jillette",1997,Preacher: Proud Americans,4.27
book_covers/2163.png,"Garth Ennis, Steve Dillon",1998,Preacher: Dixie Fried,4.29
book_covers/2164.png,"Garth Ennis, Steve Dillon, Steve Pugh, Matt Hollingsworth, Carlos Ezquerra, Richard Case",1998,"Preacher: Ancient History (Preacher, #4)",4.25
book_covers/2165.png,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming",4.33
book_covers/2166.png,"Henning Mankell, Steven T. Murray",1991,Mördare utan ansikte,3.78
book_covers/2167.png,"Henning Mankell, Laurie Thompson",1992,Hundarna i Riga,3.72
book_covers/2168.png,"Henning Mankell, Ebba Segerberg",1997,Brandvägg,3.95
book_covers/2169.png,"Henning Mankell, Laurie Thompson",2008,Kinesen,3.47
book_covers/2170.png,Julia Quinn,2000,The Duke and I,4.11
book_covers/2171.png,Julia Quinn,2000,The Viscount Who Loved Me,4.19
book_covers/2172.png,Julia Quinn,2002,"Romancing Mister Bridgerton (Bridgertons, #4)",4.2
book_covers/2173.png,Julia Quinn,2011,Just Like Heaven,3.93
book_covers/2174.png,Julia Quinn,2007,The Secret Diaries of Miss Miranda Cheever,3.93
book_covers/2175.png,Julia Quinn,2001,An Offer From a Gentleman,4.08
book_covers/2176.png,Julia Quinn,2004,When He was Wicked,4.03
book_covers/2177.png,Julia Quinn,2003,"To Sir Phillip, With Love",3.89
book_covers/2178.png,Julia Quinn,2005,It's In His Kiss,4.01
book_covers/2179.png,Julia Quinn,2006,On the Way to Wedding,3.83
book_covers/2180.png,Maya Banks,2013,Rush,3.97
book_covers/2181.png,Maya Banks,2013,Fever,4.01
book_covers/2182.png,Maya Banks,2013,Burn,4.01
book_covers/2183.png,Maya Banks,2011,In Bed with a Highlander,4.05
book_covers/2184.png,Maya Banks,2010,The Darkest Hour,4.17
book_covers/2185.png,Maya Banks,2011,Never Love a Highlander,4.25
book_covers/2186.png,Maya Banks,2010,No Place to Run,4.29
book_covers/2187.png,Maya Banks,2012,Never Seduce a Scot,4.19
book_covers/2188.png,Susan Elizabeth Phillips,1994,It Had to Be You,4.04
book_covers/2189.png,Susan Elizabeth Phillips,2005,Match Me If You Can,4.13
book_covers/2190.png,Susan Elizabeth Phillips,1996,Kiss an Angel ,4.21
book_covers/2191.png,Susan Elizabeth Phillips,1998,Dream a Little Dream,4.18
book_covers/2192.png,Susan Elizabeth Phillips,2004,Natural Born Charmer,4.15
book_covers/2193.png,Susan Elizabeth Phillips,1997,Nobody's Baby But Mine,4.06
book_covers/2194.png,Susan Elizabeth Phillips,1995,"Heaven, Texas",4.08
book_covers/2195.png,Susan Elizabeth Phillips,2000,This Heart of Mine,4.12
book_covers/2196.png,Susan Elizabeth Phillips,2010,Call Me Irresistible,4.07
book_covers/2197.png,Steve Berry,2006,The Templar Legacy,3.81
book_covers/2198.png,Steve Berry,2003,The Amber Room,3.83
book_covers/2199.png,"Steve Berry, Scott Brick",2009,The Paris Vendetta,3.9
book_covers/2200.png,Steve Berry,2005,The Third Secret,3.84
book_covers/2201.png,D.J. MacHale,2002,The Merchant of Death,3.93
book_covers/2202.png,D.J. MacHale,2003,The Lost City of Faar,4.16
book_covers/2203.png,D.J. MacHale,2005,The Rivers of Zadaa,4.19
book_covers/2204.png,D.J. MacHale,2004,Black Water,4.16
book_covers/2205.png,D.J. MacHale,2003,The Reality Bug,4.15
book_covers/2206.png,Lara Adrian,2007,Kiss of Midnight,3.93
book_covers/2207.png,Lara Adrian,2007,Midnight Awakening ,4.25
book_covers/2208.png,Lara Adrian,2008,Midnight Rising,4.23
book_covers/2209.png,Lara Adrian,2012,Darker After Midnight,4.37
book_covers/2210.png,Christine Feehan,1999,Dark Prince,4.01
book_covers/2211.png,Christine Feehan,2000,Dark Magic,4.24
book_covers/2212.png,Christine Feehan,2002,Dark Guardian,4.33
book_covers/2213.png,Christine Feehan,2001,Dark Fire,4.3
book_covers/2214.png,Christine Feehan,2000,Dark challenge,4.23
book_covers/2215.png,Christine Feehan,2002,"Dark Demon (Carpathians, #16)",4.34
book_covers/2216.png,Christine Feehan,2002,Dark Legend,4.33
book_covers/2217.png,Christine Feehan,2004,"Dark Destiny (Carpathians, #13)",4.29
book_covers/2218.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart's Desire",4.23
book_covers/2219.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense",4.3
book_covers/2220.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,4.27
book_covers/2221.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2010,The Walking Dead Volume 11,4.33
book_covers/2222.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2011,"The Walking Dead, Vol. 14: No Way Out ",4.34
book_covers/2223.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007,The Walking Dead. Book Three,4.43
book_covers/2224.png,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",2008,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),4.09
book_covers/2225.png,"Brian Herbert, Kevin J. Anderson",1999,Dune: House Atreides,3.69
book_covers/2226.png,"Brian Herbert, Kevin J. Anderson",2000,Dune: House Harkonnen,3.63
book_covers/2227.png,"Brian Herbert, Kevin J. Anderson",2002,Dune: The Machine Crusade ,3.73
book_covers/2228.png,Kevin J. Anderson,1994,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",3.64
book_covers/2229.png,"Brian Herbert, Kevin J. Anderson",2001,Dune: House Corrino,3.64
book_covers/2230.png,Kevin J. Anderson,1994,"Star Wars: The Jedi Academy Trilogy, Volume III - Champions of the Force",3.67
